customer_id,first_name,last_name,email,city,credit_score,created_at
1bed37e1-d51a-49b1-b021-878dee841787,Donald,Ibrahim,donaldibrahim@gmail.com,Charlotte,435,2023-07-01 15:26:28
b2692b06-4c14-4f32-a63e-aa4df68746ca,Imani,Wright,imaniwright@gmail.com,Dallas,432,2023-03-31 16:43:11
e8fe2017-d96e-463b-8790-ae440a81e332,Isabella,Okafor,isabella.okafor@mail.com,Nashville,549,2024-09-13 06:25:10
10a95f4b-f9d3-49ad-aa1c-3306cb045b89,Sanjay,Smith,sanjay_smith@yahoo.com,Seattle,378,2020-09-28 11:48:33
1be8102d-b525-40ef-8366-c928b0fc5bfa,Pooja,Cruz,pooja.cruz@aol.com,Phoenix,769,2022-07-17 13:32:19
abcbd249-9e7a-4569-a572-6dbe563396cf,Rania,Reyes,rania.reyes@gmail.com,Columbus,727,2022-01-07 10:59:06
425cfbdc-c869-45f5-8947-f0d1202e682d,Anthony,Diaz,anthony.diaz@yahoo.com,Charlotte,744,2022-05-15 17:38:25
099ecdf6-9d6d-4b17-96f2-a46004eb0e79,Diego,Yamamoto,diego.yamamoto@gmail.com,San Antonio,409,2020-08-05 12:17:39
cc9d20ae-3254-40a9-be2b-1fd018306d7e,Jennifer,Nair,jennifer_nair@hotmail.com,Charlotte,308,2020-09-01 16:46:19
2368c430-4fca-472b-8cf7-8182f07b6b18,Mark,Hernandez,markhernandez@icloud.com,Boston,800,2021-05-22 18:24:57
dd5189de-65f5-41b4-9b5d-87987d5ab9cb,Ying,Roberts,ying.roberts@protonmail.com,Denver,458,2021-07-10 13:32:46
1f1e9de0-054b-4f9a-8901-8c74f0acfb21,Sophia,Diaz,sophia.diaz@yahoo.com,Seattle,660,2022-02-20 19:08:30
5c1e4266-b679-4f38-98b2-728a26b5e8a8,Pablo,Yang,pablo.yang@gmail.com,Fort Worth,800,2023-01-20 14:07:56
8289c920-a2ea-43f2-99a3-9aeeb4039aba,Amara,Desai,amaradesai@icloud.com,Philadelphia,319,2023-03-04 18:34:25
088ef417-3991-4db5-876a-4c5facd2aaeb,Carlos,Verma,carlos.verma@yahoo.com,Seattle,303,2022-01-21 10:11:08
20df46f6-6549-4fbc-a2d0-6ce9361b37f7,Simone,Huang,simone_huang@icloud.com,San Diego,302,2022-01-16 13:59:02
692e161c-717a-428b-a45b-26ded97f0200,Ming,Jones,ming.jones@hotmail.com,Austin,385,2021-02-01 13:51:56
a74488d8-1e21-4d1a-8cf4-8b832a71c554,George,Thompson,george.thompson@aol.com,San Antonio,328,2022-12-10 07:42:57
80ddf3c7-6963-4be8-a328-cd257c570e53,Layla,Carter,layla_carter@protonmail.com,San Antonio,750,2021-08-01 11:44:44
fa5261ad-155c-499c-99a9-79dc9a1e0779,Amit,White,amit_white@gmail.com,Houston,633,2020-03-06 19:35:06
4e4a4aaf-b7e3-4fac-95bd-3d0ee1897599,Fang,Mehta,fang.mehta@outlook.com,Portland,839,2022-02-02 14:03:17
81abe932-2b45-45c0-94c4-123c0bfe8307,Priya,Yamamoto,priya_yamamoto@aol.com,Chicago,740,2022-05-15 08:23:02
1c18ad4d-8d41-4904-b7e7-7eaee0035b79,Ryan,Suzuki,ryansuzuki@icloud.com,Los Angeles,829,2021-02-15 10:29:03
d61985c5-fe06-4d06-87c1-9f7d5c9d7e24,Elijah,Nair,elijah.nair@icloud.com,Nashville,431,2022-11-11 09:54:14
bc7b9f89-1f13-4724-88ed-c6483addceaa,Simone,Ali,simone.ali@protonmail.com,Jacksonville,458,2022-10-30 03:13:34
5b140495-5b93-407e-8022-c436aadab329,Camila,Huang,camila.huang@yahoo.com,Dallas,767,2023-07-05 19:29:03
4f569e39-8b0a-4979-96f3-7464189ea9dd,Vikram,Anderson,vikram_anderson@mail.com,Charlotte,434,2023-03-29 12:20:59
c3704643-4075-40a6-95c8-6e17d50c089c,Malik,Gomez,malik.gomez@aol.com,San Diego,331,2023-04-06 10:08:27
da66dbc0-45dd-4bf1-9566-4dc676700e33,Hui,Wu,hui.wu@mail.com,Chicago,668,2021-07-31 14:06:15
7cf5e28c-81e5-4b23-9781-b62a96f5f9b2,Sanjay,Jung,sanjay.jung@aol.com,Charlotte,740,2023-12-08 01:21:30
fc81b921-6920-40eb-adfd-72202851147d,Amit,Huang,amithuang@outlook.com,Houston,832,2022-09-29 10:04:47
a5000e35-6d63-4203-9995-30861389bbd0,Susan,Liu,susan.liu@outlook.com,Jacksonville,810,2022-02-26 15:04:18
64c9cf12-8de7-4e44-8cdc-b77f3b387565,Donald,Taylor,donald_taylor@yahoo.com,Nashville,366,2023-02-17 14:21:02
258df49d-86ba-4b3e-a097-81d81623693d,Yan,Yang,yan.yang@mail.com,Nashville,724,2021-10-20 22:12:03
c47bfded-d7b5-409b-8936-0a4e525f87ec,Yousef,Cruz,yousefcruz@icloud.com,San Diego,765,2022-07-25 14:33:51
39542e96-2a1e-4788-b8ab-033ec6b2847d,Christopher,Parker,christopher.parker@protonmail.com,Seattle,683,2023-09-07 12:01:06
d121438b-76e0-4a48-9623-969e264a95f9,Rania,Kim,rania.kim@mail.com,Fort Worth,750,2024-06-06 16:18:38
7c260c0b-78fa-4833-a3d4-b7a2f86aa9df,Tyrone,Brown,tyronebrown@icloud.com,San Jose,760,2024-08-08 19:27:23
49fc1edf-66de-46f6-93ae-a85fb26ed904,Sandra,Morris,sandramorris@mail.com,Chicago,545,2022-07-08 15:57:46
6f5e7d94-794d-4f78-a473-878dcd3c0824,Sofia,Shah,sofia.shah@mail.com,San Diego,322,2022-08-08 21:38:03
bf7be866-91ab-465b-a4c0-87b40f25fe64,Timothy,Esposito,timothy.esposito@gmail.com,Columbus,550,2023-12-31 16:52:53
17e97828-faa7-4ede-8b82-82501719c706,Amara,Green,amara_green@outlook.com,Portland,410,2021-07-28 18:20:41
795d07a8-0335-4848-b230-5562a571bf12,Alejandro,Roberts,alejandroroberts@hotmail.com,New York,362,2024-03-09 07:26:26
c2ddd90e-61d9-49e2-b6df-497be609ca42,Rebecca,Kumar,rebecca.kumar@aol.com,Charlotte,368,2022-06-21 16:25:12
75a4ddc5-e4af-4f3b-b7b8-d7f645ed1286,Christopher,Russo,christopher.russo@yahoo.com,Denver,683,2020-07-30 12:53:58
bd46f338-d14c-45b9-9dac-7994073a6f5c,Ava,Ali,ava_ali@outlook.com,Portland,577,2020-05-11 13:57:18
fa745529-3e6b-48a3-8868-4bccffdf169f,Neha,Jones,neha_jones@icloud.com,Dallas,596,2024-03-17 15:57:29
01789be3-086b-43bf-9047-b8825a31f1e1,Yousef,Baker,yousef_baker@aol.com,Chicago,709,2020-04-11 21:45:23
56115e90-e524-4462-bcb5-73b5414e8b38,Santiago,Diallo,santiago.diallo@gmail.com,Philadelphia,601,2021-05-27 22:30:13
ff1f7cde-48df-4173-a8bd-305fa086d4f3,Nia,Miller,nia.miller@icloud.com,Boston,646,2021-09-02 10:32:24
c21027bf-191a-40a1-a4a5-3eae30fba4ce,Amara,Ali,amaraali@outlook.com,Boston,347,2020-11-11 16:58:09
e2058c05-cfe9-4bc9-91f9-8f4805b2410e,Patricia,Turner,patriciaturner@yahoo.com,Fort Worth,768,2021-07-27 16:17:00
e46514d2-af0d-466e-a98f-c32166ac9465,Laura,Koch,laura_koch@icloud.com,Chicago,546,2023-09-18 11:20:17
e46752e5-15c0-485d-888a-17b9ffe1636f,Ravi,Phillips,ravi.phillips@protonmail.com,Chicago,385,2020-01-27 08:53:06
393a0a37-50d9-4f3d-b942-0d74854d1c44,Wei,Shah,wei.shah@hotmail.com,San Jose,747,2024-02-19 05:23:24
365bb589-2cf8-421e-a44c-9425800fcfc9,Joseph,Sato,joseph_sato@outlook.com,Jacksonville,704,2024-04-13 16:14:51
12cf216f-96df-4cec-a4ce-4d8b396a654e,Hui,Martin,hui.martin@aol.com,New York,329,2021-11-10 12:33:09
b5b2d858-a97e-4b03-918c-0e7a8055eb3e,Edward,Yang,edwardyang@gmail.com,Columbus,406,2020-10-07 22:19:00
87c3a82b-75e7-4679-bc06-81683481b5f5,Ricardo,Verma,ricardo.verma@aol.com,Austin,308,2023-01-02 12:53:06
8c3bb857-b398-40d7-af86-3448c4e93c25,Mateo,Reyes,mateo_reyes@gmail.com,New York,448,2020-08-06 21:54:30
e8b3857e-5803-4758-91c8-a6081566763c,Oliver,Russo,oliverrusso@hotmail.com,Los Angeles,354,2021-10-28 11:18:16
6e8f8322-b8f1-4b71-8288-16d54864096c,Aisha,Yamamoto,aisha.yamamoto@outlook.com,San Jose,690,2024-10-16 17:31:29
92eae7f7-0799-4522-a9d2-bfbf39321a4b,Laura,Kumar,laura.kumar@protonmail.com,Charlotte,587,2024-12-22 07:59:01
5d14fe80-c808-4746-bc8c-b61b9daeb5c7,Olivia,Kumar,olivia_kumar@gmail.com,Denver,839,2023-11-10 13:44:19
bdb76b59-0142-4ff6-ab07-8a0a91992f34,Deepa,Sharma,deepa.sharma@hotmail.com,Dallas,712,2021-07-21 17:12:24
fa160b96-1499-4281-9cda-6d7ba652a7b7,Amanda,Mensah,amanda.mensah@yahoo.com,Philadelphia,636,2023-06-09 19:35:25
439dad3e-b023-4fd0-bc13-6fe28d17ec5f,Zaid,Collins,zaid_collins@hotmail.com,Portland,580,2023-07-12 17:37:33
e3579d6e-7bc7-4f0e-87ec-8f5dad38ba4d,Priya,Lewis,priyalewis@hotmail.com,San Jose,329,2021-12-09 05:39:46
4b55a1fa-7e12-4c9f-a70d-8dafef5a0f38,Matthew,Edwards,matthew.edwards@aol.com,San Antonio,338,2023-03-16 11:01:28
92c04ce3-a907-43c2-910a-e3e4e4a2d330,Nisha,Williams,nisha.williams@hotmail.com,Dallas,638,2020-01-20 06:17:50
ff9e6d1f-0ee1-4ebf-bd12-5ed0493da11a,Kwame,Jackson,kwame.jackson@outlook.com,New York,302,2021-01-16 07:51:31
f036665f-983e-4d12-b848-bf8aa034d1df,Mary,Taylor,mary.taylor@hotmail.com,San Antonio,323,2022-08-16 15:14:15
4c2e2910-02f3-486d-809c-970c0ce54f33,Ravi,Gomez,ravi.gomez@aol.com,Austin,420,2020-10-26 15:17:13
7f4b4d6c-ed94-4195-890a-59573ef50b58,George,Gonzalez,george.gonzalez@outlook.com,Nashville,786,2020-10-29 16:19:19
bd7a1c89-5597-40e4-be82-995ee4c845f7,Mateo,Martinez,mateo_martinez@gmail.com,Charlotte,552,2024-03-07 18:10:35
a87daa84-0966-48bb-90cb-4015a2eac18c,Suresh,Desai,suresh.desai@mail.com,Seattle,690,2024-12-11 16:09:14
7a3cef37-8072-4e0e-8397-3b666eb7886f,Amanda,Gonzalez,amandagonzalez@yahoo.com,Austin,526,2022-10-12 17:20:54
eae4335f-be23-465f-bc6d-f529c7c25dfe,Susan,Lewis,susan.lewis@icloud.com,Chicago,395,2024-03-12 06:52:28
09c1bfbf-1ecb-4b66-9585-107e84543fa0,Hana,Becker,hana.becker@yahoo.com,San Diego,504,2024-12-13 09:00:51
c00c6256-a9e1-406b-960d-23ef27446e44,Mariana,Rao,mariana_rao@yahoo.com,Portland,350,2020-09-15 14:16:40
9c3aee3e-2537-4c2c-9cb4-9953ebf7dc30,Mason,Leroy,masonleroy@aol.com,New York,723,2022-03-29 18:03:20
bd85e8cc-38e8-4706-a8be-b916cbd0978d,Pooja,Robinson,pooja.robinson@yahoo.com,Boston,400,2021-12-17 00:33:13
2c394e1d-a794-4184-85dd-04f097a54817,Ronald,Rao,ronald.rao@hotmail.com,Columbus,507,2020-05-26 13:15:44
bf2ae387-3f78-4e30-92d2-959294d76699,DeShawn,Martinez,deshawn.martinez@hotmail.com,Philadelphia,839,2023-10-11 15:47:19
1f6a0090-f9f0-4058-8649-20b512d43860,Ha-eun,Reddy,haeun.reddy@gmail.com,Seattle,625,2022-03-03 04:35:14
2d14d9eb-ca7a-4596-8ddb-fbd2b89f025a,Alejandro,Joshi,alejandro.joshi@yahoo.com,Denver,552,2022-05-06 11:47:55
7f9af023-ffcf-4daf-89b9-95325b1c7372,Mark,Lewis,mark.lewis@aol.com,New York,598,2020-10-02 19:38:28
36d5cb68-5317-4410-8902-a77a6808f88a,Donna,Morgan,donna.morgan@icloud.com,Chicago,731,2020-11-26 15:26:02
6f3ef0f1-df4d-4091-90f0-025a97281faa,Zara,Nelson,zara.nelson@gmail.com,Columbus,439,2024-07-14 09:51:29
7384544a-ca94-4039-9ae0-3f3705ee7a1f,DeShawn,Campbell,deshawncampbell@mail.com,Portland,650,2020-03-22 18:28:27
61c2ecee-c5d8-4e2a-8370-44db672eeb73,Pooja,Rodriguez,pooja_rodriguez@outlook.com,New York,779,2021-03-01 11:56:51
6eaff3bc-522c-41bf-a27d-a72395fb04dc,Kofi,Jung,kofi.jung@gmail.com,Columbus,614,2021-06-17 18:59:42
3d5cb9c2-e5ed-4e7a-9cd8-c2ed8072cf76,Layla,Lee,layla.lee@mail.com,Chicago,545,2022-06-14 10:35:11
284a3c01-f68d-43d2-a610-476898722a34,Ananya,Reed,ananya.reed@gmail.com,Columbus,379,2022-12-06 14:40:09
181d074f-0563-4429-9192-f0acb14114aa,Tariq,Rossi,tariq.rossi@icloud.com,Fort Worth,436,2022-06-19 11:15:36
0d5b9fde-aab6-4fb6-844c-071e6d1c4a8d,Dorothy,Taylor,dorothy_taylor@mail.com,Los Angeles,820,2020-06-02 10:48:02
2136550c-bc63-418d-bc32-734ddefceda2,Sarah,Stewart,sarahstewart@icloud.com,Columbus,597,2021-03-20 18:40:19
8db73037-4a15-40bd-b724-b6da47b0cccc,Mateo,Harris,mateoharris@icloud.com,Boston,465,2024-03-20 09:54:08
b55f20f0-3f17-486b-a0b9-0557797ffa5a,Sofia,Stewart,sofiastewart@protonmail.com,Boston,530,2023-03-10 07:16:01
a9ae494a-a6c4-4338-99d7-4e5ee042dc96,Kevin,Rossi,kevinrossi@yahoo.com,New York,617,2023-03-31 10:47:55
